B1	B2	B3	N_l1	N_l2	N_l3	N_t	C_l1	C_l2	C_l3	C_t	Diff(C_t - N_t)	LessThanZero
1	32	16	125541	150331	25909	1623	279477	136023	23655	1687	64	no
1	32	16	125541	151899	46404	1571	278036	136858	26582	1746	175	no
1	32	16	125615	157129	17033	1440	181949	140605	7357	1717	277	no
1	32	16	125507	154565	104371	1610	181290	133322	9107	1922	312	no
1	32	16	126152	156720	18242	1363	278385	144702	19067	1627	264	no
1	32	16	125988	161737	102605	1638	279723	152652	3543	1835	197	no
1	32	16	125520	158995	104195	1743	182424	141478	45606	2249	506	no
1	32	32	125814	164880	20680	1311	202636	165909	7255	1570	259	no
1	32	32	125512	156366	104264	1744	155347	146705	53401	1851	107	no
1	32	32	126155	159535	19575	1412	201419	156956	6998	1454	42	no
1	32	32	125483	160278	104114	1727	155042	149452	739	1766	39	no
1	32	32	126048	151667	17659	1366	201421	147981	5448	1492	126	no
1	32	32	125514	158769	103819	1881	155101	145349	42054	1980	99	no
1	32	32	126072	160764	16824	1361	201652	154383	6292	1457	96	no
1	32	32	126215	163968	103088	1637	201775	161942	14621	1732	95	no
1	32	32	125541	162733	17348	1450	155223	152593	7036	1591	141	no
1	32	32	126079	164482	102294	1929	201432	161969	36131	2085	156	no
1	32	64	125576	161666	23079	1438	126489	161941	8360	1514	76	no
1	32	64	125533	162997	104181	1721	126729	161025	9142	1694	-27	yes
1	32	64	125499	156698	30615	1419	126666	159586	19461	1737	318	no
1	32	64	125595	157131	104069	1749	126361	154909	14752	1727	-22	yes
1	32	64	125477	157586	16482	1442	126380	156680	6454	1491	49	no
1	32	64	125462	157893	104143	1610	126686	160193	16876	1630	20	no
1	32	64	125497	160536	18966	1486	126496	161666	22204	1607	121	no
1	32	64	126132	163276	42496	1527	126865	156834	21268	1639	112	no
1	32	64	125644	162606	104574	1764	126662	159786	16245	1747	-17	yes
1	32	64	125972	161507	36104	1368	127317	161169	18410	1458	90	no
1	64	1	125673	157150	103589	1572	1109530	279920	32814	4904	3332	no
1	64	1	125430	158237	60124	1726	1125472	297717	42367	5743	4017	no
1	64	1	125601	157790	24642	1491	1125026	275897	26429	4474	2983	no
1	64	1	125523	155945	104181	1723	1106314	248288	35150	5352	3629	no
1	64	1	125500	156175	38932	1513	1125046	254751	22979	4430	2917	no
1	64	1	125882	166124	103586	1699	1107236	379111	31140	4980	3281	no
1	64	1	126103	162479	38762	1398	1108959	332138	24961	4267	2869	no
1	64	1	125539	160502	103993	1724	1119787	403227	37908	5872	4148	no
1	64	1	125875	154672	45874	1388	1112661	297873	23004	4210	2822	no
1	64	1	126227	157387	48866	1517	1110046	307388	45286	4781	3264	no
1	64	2	125491	155966	38663	1559	590413	215287	26066	3772	2213	no
1	64	2	125528	161711	38225	1560	588285	270485	9972	3807	2247	no
1	64	2	125520	164528	20101	1407	587580	270552	13237	3600	2193	no
1	64	2	125490	157149	58131	1732	590884	212036	38453	4132	2400	no
1	64	2	126033	162104	18198	1343	581680	303728	10468	3802	2459	no
1	64	2	125515	152903	18605	1504	591235	204001	25142	3776	2272	no
1	64	2	125919	160930	102949	1809	575271	246255	38917	4438	2629	no
1	64	2	125997	156059	38375	1423	576960	208809	24277	3487	2064	no
1	64	2	125545	161103	17962	1446	588132	245533	7601	3532	2086	no
1	64	2	125930	165572	103215	1721	576606	288384	44745	4064	2343	no
1	64	4	125532	159588	15097	1393	365725	194868	6304	2921	1528	no
1	64	4	125955	161375	103459	1795	780418	283369	43405	3689	1894	no
1	64	4	125575	160798	104747	1622	549978	250686	33696	3322	1700	no
1	64	4	125484	153281	50164	1590	366369	175036	34129	3481	1891	no
1	64	4	125473	159054	103841	1603	366107	196046	22205	3156	1553	no
1	64	4	125532	157725	104442	1870	367081	180437	42645	3772	1902	no
1	64	4	125511	156270	20951	1445	365461	203862	9399	2871	1426	no
1	64	4	125559	162379	104134	1612	365864	201104	6451	3331	1719	no
1	64	4	125483	156468	17845	1399	365359	203415	22225	3167	1768	no
1	64	4	126100	160639	47136	1596	780462	291592	25872	3314	1718	no
1	64	8	125567	159761	18646	1445	230173	191307	8854	1891	446	no
1	64	8	125458	159139	103960	1633	246644	193611	27964	2210	577	no
1	64	8	125571	160214	17272	1437	230301	188339	7296	1878	441	no
1	64	8	125577	157284	104116	1755	230367	174699	45435	2367	612	no
1	64	8	125492	157595	29361	1449	230121	179454	22175	1970	521	no
1	64	8	125608	161145	104144	1754	230456	202460	18535	2249	495	no
1	64	8	125477	155689	17029	1407	230229	179910	6884	1883	476	no
1	64	8	125518	160892	104389	2037	230385	185103	23937	2689	652	no
1	64	8	125620	157743	20065	1415	230260	181312	24706	2127	712	no
1	64	8	125403	160477	52194	1673	230366	187478	27792	2295	622	no
1	64	16	125469	158622	21129	1470	181198	179363	9161	1778	308	no
1	64	16	125475	156736	104268	1787	181050	167059	45372	2268	481	no
1	64	16	125548	156193	18109	1368	181220	171708	7956	1757	389	no
1	64	16	125556	159128	104290	1614	181194	169460	400	1757	143	no
1	64	16	125507	158400	22755	1448	181332	179032	8528	1684	236	no
1	64	16	125775	163401	102666	1509	279658	208237	12141	1713	204	no
1	64	16	125538	162375	104041	1612	181024	179488	673	1754	142	no
1	64	16	125567	160685	19995	1407	181159	182584	7489	1686	279	no
1	64	16	125539	164346	104067	1748	180962	185690	11042	1979	231	no
1	64	16	125524	159323	104491	1882	181146	171149	37960	2236	354	no
1	64	32	125445	156991	17594	1376	155061	156142	7098	1618	242	no
1	64	32	125531	158300	104264	1719	155263	158393	1027	1755	36	no
1	64	32	125577	159480	20930	1413	155046	164689	10872	1655	242	no
1	64	32	125480	157287	104417	1799	155106	157698	38881	1969	170	no
1	64	32	125558	158286	18110	1411	155344	165371	8382	1664	253	no
1	64	32	125565	161620	104222	1800	155287	165289	47834	1981	181	no
1	64	32	125490	159086	17319	1379	155100	167036	7600	1581	202	no
1	64	32	125487	157946	103741	2066	155188	160524	46102	2163	97	no
1	64	32	125454	160118	18138	1401	154986	164837	8951	1621	220	no
1	64	32	125492	163372	104001	1720	155094	166961	19111	1776	56	no
1	64	64	125603	155197	16479	1386	126430	150632	5944	1417	31	no
1	64	64	125519	160126	20415	1546	126057	159638	8810	1591	45	no
1	64	64	125499	152413	20286	1426	126497	147413	6593	1413	-13	yes
1	64	64	125510	158360	43288	1564	126080	157388	21568	1606	42	no
1	64	64	126427	165182	36118	1434	126618	151980	19312	1397	-37	yes
1	64	64	125432	157067	104096	1729	125863	153356	575	1704	-25	yes
1	64	64	125899	156379	38426	1527	126299	152125	18951	1631	104	no
1	64	64	125600	159605	18538	1390	126105	158245	7053	1533	143	no
1	64	64	125520	158194	104040	1619	125978	158309	1144	1705	86	no
1	64	64	125957	159245	47420	1654	126270	153486	24089	1679	25	no
2	1	1	125542	158734	18671	1393	100097	164806	7791	6733	5340	no
2	1	1	125416	161475	104110	1736	98352	163069	28989	7941	6205	no
2	1	1	125522	157851	17877	1444	100112	160942	7443	6881	5437	no
2	1	1	125625	158121	43921	1696	107880	172632	32734	8606	6910	no
2	1	1	125576	155387	15156	1419	99992	159404	14907	7176	5757	no
2	1	1	125545	158746	104028	1598	107666	173494	15746	7960	6362	no
2	1	1	125587	156063	35183	1453	98354	159703	20783	6824	5371	no
2	1	1	125415	155617	19433	1611	98431	160079	38586	7972	6361	no
2	1	1	125581	156452	15875	1406	98421	159717	6849	6508	5102	no
2	1	1	125555	156619	16915	1443	98541	161945	7744	6816	5373	no
2	1	2	126065	157616	102467	1594	100351	161047	44127	5454	3860	no
2	1	2	125953	156775	15953	1346	101189	162309	9146	4684	3338	no
2	1	2	125523	158220	18259	1438	100382	160064	21815	4536	3098	no
2	1	2	125627	162693	105157	6794	100923	168858	62303	13154	6360	no
2	1	2	125970	158067	79380	1897	100995	165471	56629	6347	4450	no
2	1	2	125577	161761	18766	1427	99977	162566	23945	4746	3319	no
2	1	2	125612	161289	104146	1646	100589	156944	14568	5393	3747	no
2	1	2	125491	159583	40913	1536	100017	162809	23612	4783	3247	no
2	1	2	125606	161633	104162	1734	100084	161775	35617	5289	3555	no
2	1	2	125449	164583	44381	1473	99886	166282	22565	4547	3074	no
2	1	4	125513	162636	104283	1764	99074	161421	40851	4055	2291	no
2	1	4	125537	155042	33001	1535	99149	159751	21798	3460	1925	no
2	1	4	125601	160596	103887	1765	100126	164880	18178	4082	2317	no
2	1	4	125494	159656	18926	1406	100420	162299	22154	3687	2281	no
2	1	4	126168	161408	39726	1410	99766	165147	22556	3575	2165	no
2	1	4	131449	195624	102649	2295	99779	161586	44360	4324	2029	no
2	1	4	125617	156622	17165	1385	99197	161323	6404	3307	1922	no
2	1	4	125550	155725	16343	1380	99985	157926	6452	3414	2034	no
2	1	4	125509	158049	104035	1747	99889	163192	42055	3977	2230	no
2	1	4	126146	158320	18029	1307	99333	162751	6189	3375	2068	no
2	1	8	125490	158182	19174	1437	96110	160310	7824	2211	774	no
2	1	8	125467	157669	103940	1878	95882	163858	35705	3036	1158	no
2	1	8	125905	159718	102449	1552	111644	181854	22895	3155	1603	no
2	1	8	125528	161201	104250	1633	98194	167181	575	2560	927	no
2	1	8	125871	158312	103317	1772	98301	164215	11988	2807	1035	no
2	1	8	125490	158679	103966	2082	95616	161512	22699	3399	1317	no
2	1	8	125531	157162	16708	1401	96141	159557	7660	2337	936	no
2	1	8	125494	159787	103721	1795	96098	165540	45209	2840	1045	no
2	1	8	125517	157271	41202	1437	96002	159754	20395	2234	797	no
2	1	8	125486	154825	104377	2042	96309	161771	39030	3116	1074	no
2	1	16	125546	153715	16667	1392	96103	157524	4717	1854	462	no
2	1	16	125471	156292	104338	1594	96107	159650	4716	1937	343	no
2	1	16	126023	154396	18256	1314	97341	156257	6430	1820	506	no
2	1	16	125567	159609	64518	1869	97056	161409	38814	2422	553	no
2	1	16	125545	156655	16931	1433	96124	161012	8597	1838	405	no
2	1	16	125548	156864	103798	1890	96015	158766	5703	2287	397	no
2	1	16	125473	152827	16855	1404	96268	157651	9068	1827	423	no
2	1	16	125497	156080	44379	1705	96025	159831	37757	2291	586	no
2	1	16	125601	153996	16700	1359	96272	156977	6266	1847	488	no
2	1	16	125572	158514	104096	1740	96174	161591	34150	2130	390	no
2	1	32	125554	156756	17450	1358	96927	158015	5960	1660	302	no
2	1	32	125425	157114	104070	1738	96461	161805	38768	2063	325	no
2	1	32	125548	157940	20002	1492	97525	160305	22996	1776	284	no
2	1	32	125518	156712	42754	1563	96898	160088	20712	1885	322	no
2	1	32	125537	155662	15669	1437	96556	157670	6257	1603	166	no
2	1	32	125568	160666	104155	1610	96793	162093	13105	1719	109	no
2	1	32	125545	157425	33345	1485	96756	161679	21870	1666	181	no
2	1	32	125359	163737	104130	1940	97021	164346	19038	2133	193	no
2	1	32	125491	156012	18717	1436	96459	159268	19592	1625	189	no
2	1	32	125514	159605	104156	1742	96842	160583	14880	1873	131	no
2	1	64	125580	157295	22066	1404	97711	161096	9851	1620	216	no
2	1	64	125440	162634	104072	1701	97788	164932	3743	1756	55	no
2	1	64	125555	154850	16257	1374	97482	159449	7394	1627	253	no
2	1	64	125509	158294	44082	1700	97815	162007	23922	1778	78	no
2	1	64	125521	156288	18202	1384	97092	159743	7074	1558	174	no
2	1	64	125405	159566	104001	1756	97390	161432	39377	1931	175	no
2	1	64	125491	158811	16009	1393	96949	158838	6166	1539	146	no
2	1	64	125563	157177	104432	1692	97800	159920	5789	1764	72	no
2	1	64	125529	155830	15732	1412	97601	161735	17069	1807	395	no
2	1	64	126071	157454	48630	1702	97538	156412	31066	1737	35	no
2	2	1	125555	160606	16214	1420	100190	159032	6117	5360	3940	no
2	2	1	125515	158851	104160	1592	100272	156322	27885	6232	4640	no
2	2	1	125938	157248	34600	1394	99883	152519	12394	5354	3960	no
2	2	1	125504	156418	103886	1884	100325	158669	42507	6832	4948	no
2	2	1	125528	161769	21145	1449	100135	157409	22707	5375	3926	no
2	2	1	125460	160116	104218	1736	99900	159625	16393	6213	4477	no
2	2	1	125511	159324	45586	1449	100141	157872	30772	5669	4220	no
2	2	1	125524	161464	104278	1721	100158	160552	50078	6321	4600	no
2	2	1	125453	158592	17818	1413	100192	155607	7313	5319	3906	no
2	2	1	125881	158693	18831	1358	100088	156655	6930	5334	3976	no
2	2	2	125525	158663	104106	1694	99707	158833	19239	4452	2758	no
2	2	2	125541	161379	16100	1387	99735	156895	6871	3826	2439	no
2	2	2	125456	156289	104187	1595	99392	154007	7959	4081	2486	no
2	2	2	125543	160108	20728	1562	99246	156516	21267	4063	2501	no
2	2	2	125471	161941	104077	1594	99449	155247	540	4049	2455	no
2	2	2	125585	158031	17871	1407	99356	154954	14215	3820	2413	no
2	2	2	125446	160431	104483	1875	99541	156561	68879	3840	1965	no
2	2	2	125532	159193	104938	1732	99706	155425	31668	4802	3070	no
2	2	2	125521	157107	104131	1601	99954	155492	81707	4584	2983	no
2	2	2	125558	159197	103856	1894	99469	153640	83250	5210	3316	no
2	2	4	125570	158130	56315	1487	99572	158186	74473	3512	2025	no
2	2	4	125661	158407	103954	2123	99925	153181	78464	3903	1780	no
2	2	4	125448	154676	20023	1394	99905	151868	6662	3077	1683	no
2	2	4	125570	156897	104061	1602	99952	155672	35759	3427	1825	no
2	2	4	125862	154864	76923	1399	99921	152205	71892	3281	1882	no
2	2	4	126473	165121	79518	2465	99985	156564	83519	5260	2795	no
2	2	4	126001	160412	13032	1389	99069	155980	5737	3028	1639	no
2	2	4	125532	161168	104204	2108	100215	155361	11232	4649	2541	no
2	2	4	125928	163975	100027	1469	100107	157929	69020	3074	1605	no
2	2	4	125531	162278	103819	1867	100079	159946	850	3812	1945	no
2	2	8	125558	153195	10688	1820	96342	157602	4626	2173	353	no
2	2	8	125588	156402	104186	1599	96553	156974	847	2263	664	no
2	2	8	125542	151683	9022	1363	96233	154320	2689	2020	657	no
2	2	8	125570	159546	104167	1722	96502	157305	5577	2325	603	no
2	2	8	125488	155827	6872	1376	96305	156705	2197	2046	670	no
2	2	8	125535	161837	104152	1696	96366	157518	449	2309	613	no
2	2	8	125566	154084	7383	1400	96476	157137	2367	2038	638	no
2	2	8	125501	158961	104237	1726	96350	157551	463	2313	587	no
2	2	8	125556	154374	7158	1347	96521	154620	2188	2054	707	no
2	2	8	125513	159709	103914	1606	96036	158407	499	2140	534	no
2	2	16	125504	160258	104246	1721	96298	162065	881	1980	259	no
2	2	16	125600	154084	8295	1353	96599	155473	2759	1747	394	no
2	2	16	125530	159200	103979	1695	96138	158764	1749	1969	274	no
2	2	16	125399	155240	9622	1386	95811	158691	2909	1788	402	no
2	2	16	125457	160297	104119	1720	96311	159518	840	2091	371	no
2	2	16	125525	156517	9500	1429	96261	157628	3511	1717	288	no
2	2	16	125451	160946	104009	1597	96068	156370	939	1825	228	no
2	2	16	125554	158723	104397	1600	96724	160822	1094	1970	370	no
2	2	16	125537	158314	8680	1360	96524	160608	3233	1750	390	no
2	2	16	125600	159760	104387	1862	96195	157125	521	2139	277	no
2	2	32	125524	159221	104231	1749	96389	155729	715	1972	223	no
2	2	32	125531	167152	104083	1754	96377	161981	747	1970	216	no
2	2	32	125494	157043	104236	1725	102029	165244	975	1899	174	no
2	2	32	125541	154009	7653	1422	96504	155243	2351	1581	159	no
2	2	32	125544	157497	104454	1840	96583	158478	3238	1965	125	no
2	2	32	126224	159890	9268	5240	98873	164821	3428	4361	-879	yes
2	2	32	125465	160649	104231	1719	96590	156859	994	1805	86	no
2	2	32	125572	156095	7390	1427	96780	156360	2716	1649	222	no
2	2	32	126046	163628	103852	6461	98600	164491	2675	6305	-156	yes
2	2	32	125468	161138	104390	1715	96682	156857	865	1810	95	no
2	2	64	125549	157619	7237	1382	97509	160330	2654	1580	198	no
2	2	64	125449	157864	104258	1688	97363	159964	963	1670	-18	yes
2	2	64	125590	158210	7162	1366	97468	161148	2613	1536	170	no
2	2	64	125577	160547	104130	1684	97441	160270	537	1705	21	no
2	2	64	125494	158299	104272	1720	97542	158702	864	1708	-12	yes
2	2	64	125611	161729	104240	1597	97421	163566	406	1645	48	no
2	2	64	125525	153856	6897	1370	97434	156415	2138	1556	186	no
2	2	64	125603	160489	104364	2067	97492	162936	48744	2234	167	no
2	2	64	125901	151894	18144	1364	97135	152390	5440	1433	69	no
2	2	64	126283	160596	72869	1626	97379	159672	45456	1690	64	no
2	4	1	125509	152463	8090	1381	100155	144764	2706	4644	3263	no
2	4	1	125496	152436	62980	1713	100722	143463	42786	5515	3802	no
2	4	1	125551	155017	9195	1377	99943	145055	3406	4534	3157	no
2	4	1	125460	161028	104279	1859	100328	146149	978	5812	3953	no
2	4	1	125538	157685	7871	1409	101901	150361	7418	5038	3629	no
2	4	1	126095	156030	58985	1419	100931	148491	82978	5052	3633	no
2	4	1	125643	156420	105525	6814	101265	148942	79707	15348	8534	no
2	4	1	125559	159778	50133	1711	100585	151794	50656	5598	3887	no
2	4	1	125556	157611	44964	1424	102303	148025	22583	4796	3372	no
2	4	1	125489	155849	103889	1598	101817	148664	30600	5393	3795	no
2	4	2	125554	152689	17756	1398	100371	144007	16011	3480	2082	no
2	4	2	125369	153857	104026	1750	100569	143300	19686	4063	2313	no
2	4	2	125632	151669	17981	1411	100001	139803	11200	3634	2223	no
2	4	2	125513	158815	104308	1892	99569	148357	32638	4928	3036	no
2	4	2	125548	153792	16574	1416	99081	143052	7456	3442	2026	no
2	4	2	126203	159573	103486	6486	100707	145518	80786	13456	6970	no
2	4	2	125570	162676	46153	1738	98988	153315	43521	4506	2768	no
2	4	2	125562	154321	46749	1576	98997	143621	26792	3800	2224	no
2	4	2	125570	153712	20396	1384	100148	141619	8868	3439	2055	no
2	4	2	125453	159338	104164	1880	99067	148024	42128	4505	2625	no
2	4	4	125894	158715	18240	1351	100293	147445	6969	2810	1459	no
2	4	4	125919	160327	51413	1633	100992	147858	42073	3304	1671	no
2	4	4	125522	159334	16954	1473	98721	147022	6653	2928	1455	no
2	4	4	125442	161902	104043	1735	99593	152030	31510	3443	1708	no
2	4	4	125612	158389	16131	1393	99349	149676	6994	2902	1509	no
2	4	4	125475	154895	104228	1806	99851	149880	42396	3757	1951	no
2	4	4	125535	154980	17269	1473	99998	146256	6922	2853	1380	no
2	4	4	125453	158586	104086	1612	99578	146223	13387	3119	1507	no
2	4	4	125489	160473	17236	1453	100366	149567	5779	2867	1414	no
2	4	4	126200	158738	103145	1618	122665	169043	31279	4008	2390	no
2	4	8	126026	153300	42779	1383	97381	140982	27003	1961	578	no
2	4	8	125508	160659	103739	2075	97313	147665	22009	2699	624	no
2	4	8	125502	161062	14618	1412	97706	151137	5111	2028	616	no
2	4	8	126265	163669	103610	1843	97424	150421	43406	2528	685	no
2	4	8	125581	159419	18908	1441	97073	144782	7445	1987	546	no
2	4	8	126031	160679	81502	4917	98216	144403	54319	5272	355	no
2	4	8	125509	158981	104287	1777	98527	145425	26292	2474	697	no
2	4	8	125581	154458	17163	1385	96408	143946	7265	1908	523	no
2	4	8	125580	159439	104128	1737	97017	146177	15767	2251	514	no
2	4	8	126115	164473	33718	1488	98475	150118	22852	2095	607	no
2	4	16	126174	161116	44532	1592	99022	156244	23292	1941	349	no
2	4	16	125581	157352	18712	1539	97072	146706	7725	1795	256	no
2	4	16	125437	157720	104182	1624	96702	146414	11854	1789	165	no
2	4	16	126040	165017	103518	1795	98386	161438	40177	2110	315	no
2	4	16	125931	159192	17192	1261	99168	158591	7033	1606	345	no
2	4	16	125490	161249	18987	1674	96937	149721	7642	1931	257	no
2	4	16	125530	163522	15888	1444	96383	150358	5229	1728	284	no
2	4	16	126089	156926	41690	1484	98639	155035	21809	1769	285	no
2	4	16	125613	159919	16955	1463	96811	146288	7707	1721	258	no
2	4	16	125543	160573	17707	1651	96747	146183	8148	1925	274	no
2	4	32	125438	159620	16356	1390	96418	160174	5741	1667	277	no
2	4	32	126006	162111	102911	1650	99398	165654	14843	1740	90	no
2	4	32	125418	158045	104054	1726	96607	156633	16859	1801	75	no
2	4	32	125603	154874	31748	1634	96792	156568	31295	1728	94	no
2	4	32	125720	160552	76749	1899	97253	159374	52769	2025	126	no
2	4	32	125495	155106	39959	1461	96556	154370	21484	1592	131	no
2	4	32	125424	161040	104058	1733	96314	156808	36007	1848	115	no
2	4	32	125816	160739	17694	1337	99779	164901	18114	1523	186	no
2	4	32	125516	162272	40530	1666	96213	160108	24574	1795	129	no
2	4	32	126022	160801	17219	1391	99320	165952	5770	1518	127	no
2	4	64	126340	163807	103192	1664	96760	160517	37357	1670	6	no
2	4	64	125589	160830	15830	1443	96285	160239	4659	1458	15	no
2	4	64	125462	160308	104547	1879	97128	160845	38388	1866	-13	yes
2	4	64	125592	161343	21884	1547	96599	162824	20269	1565	18	no
2	4	64	126181	163124	104014	1743	96712	160262	11717	1490	-253	yes
2	4	64	125429	162559	104057	1725	97228	166001	14027	1736	11	no
2	4	64	125553	161894	37452	1467	96405	161935	13580	1473	6	no
2	4	64	125489	153185	65021	1748	96240	155925	55181	1754	6	no
2	4	64	125578	159288	19129	1439	96460	159272	6892	1506	67	no
2	4	64	125454	156972	103679	1847	96658	161967	14663	1611	-236	yes
2	8	1	125921	150013	19015	1324	218375	149863	8341	4249	2925	no
2	8	1	125548	155689	54388	1774	133007	145273	41073	5585	3811	no
2	8	1	126044	153255	16956	1344	164721	144085	5616	4242	2898	no
2	8	1	125542	156313	59559	1924	133736	147825	42641	6242	4318	no
